,Oil_store,주소,가격,셀프,상표,구
494,(주)동하힐탑셀프주유소,서울 강남구 논현로 640 (논현동),1597.0,Y,SK에너지,강남구
495,대동석유 압구정주유소,서울특별시 강남구  언주로 842 (신사동),1598.0,Y,SK에너지,강남구
496,주)중앙에너비스 수서지점,서울특별시 강남구  광평로 202 (수서동),1598.0,Y,SK에너지,강남구
497,청명주유소,서울특별시 강남구  역삼로 205 (역삼동),1598.0,N,SK에너지,강남구
498,세진에너지 개포주유소,서울 강남구 양재대로 339 (개포동),1598.0,N,GS칼텍스,강남구
499,자곡셀프주유소,서울특별시 강남구  밤고개로 120 (자곡동),1608.0,Y,SK에너지,강남구
500,주식회사 논현에너지,서울 강남구 학동로 229 (논현동),1609.0,N,GS칼텍스,강남구
501,sk네트웍스(주)매봉주유소,서울특별시 강남구  언주로 307 (역삼동) 매봉주유소,1619.0,Y,SK에너지,강남구
502,제이에이치에너지개나리주유소,서울특별시 강남구  언주로 423 (역삼동),1632.0,N,GS칼텍스,강남구
503,역삼주유소,서울특별시 강남구  논현로 426 (역삼동),1633.0,N,GS칼텍스,강남구
504,삼성로주유소,서울특별시 강남구  삼성로 563 (삼성동),1639.0,Y,GS칼텍스,강남구
505,SK서광그린주유소,서울특별시 강남구 봉은사로 222(역삼동),1685.0,N,SK에너지,강남구
506,일원주유소,서울 강남구 양재대로55길 3 (일원동),1688.0,Y,S-OIL,강남구
507,동일석유(주)대치동셀프주유소,서울 강남구 영동대로 202 (대치동),1688.0,Y,SK에너지,강남구
508,동일석유(주)직영남부주유소,서울 강남구 선릉로 34 (개포동),1728.0,N,SK에너지,강남구
509,(주)새서울석유,서울 강남구 압구정로 154 (신사동),1757.0,N,현대오일뱅크,강남구
510,대교주유소,서울 강남구 강남대로 640 (신사동),1780.0,N,SK에너지,강남구
511,현대오일뱅크(주),서울 강남구 도산대로 163 (신사동),1785.0,N,현대오일뱅크,강남구
512,일진실업(주)스포월드주유소,서울 강남구 언주로 559 (역삼동),1823.0,N,GS칼텍스,강남구
513,대청주유소,서울 강남구 개포로 654 (일원동),1859.0,N,SK에너지,강남구
514,은마주유소,서울 강남구 영동대로 235 (대치동),1863.0,N,GS칼텍스,강남구
515,논현주유소,서울 강남구 논현로 747 (논현동),1865.0,N,SK에너지,강남구
516,(주)소모에너지엔테크놀러지쎈트럴주유소,서울 강남구 삼성로 335 (대치동),1883.0,N,GS칼텍스,강남구
517,현대오일뱅크(주)직영 한양주유소,서울 강남구 압구정로 302 (신사동),1890.0,N,현대오일뱅크,강남구
518,대성석유(주)동호주유소,서울특별시 강남구  봉은사로113길 51 (삼성동),1897.0,N,GS칼텍스,강남구
519,지에스타워주유소,서울특별시 강남구  논현로 516 (역삼동),1937.0,N,GS칼텍스,강남구
520,명품주유소,서울 강남구 도곡로 249 (역삼동),1953.0,N,S-OIL,강남구
521,학여울주유소,서울 강남구 남부순환로 3170 (대치동),1976.0,N,GS칼텍스,강남구
522,주성주유소,서울특별시 강남구  영동대로 716 (청담동),1998.0,N,GS칼텍스,강남구
523,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),1999.0,N,GS칼텍스,강남구
524,sk네트웍스(주)진달래주유소,서울특별시 강남구  도곡로 208 (도곡동),1999.0,N,SK에너지,강남구
525,금성,서울 강남구 테헤란로 619 (삼성동),2006.0,N,SK에너지,강남구
526,선우상사,서울 강남구 남부순환로 2651 (도곡동),2028.0,N,SK에너지,강남구
527,경원주유소,서울 강남구 도산대로 428 (청담동),2055.0,N,S-OIL,강남구
528,갤러리아주유소,서울 강남구 압구정로 426 (청담동),2059.0,N,SK에너지,강남구
529,동우주유소,서울특별시 강남구  봉은사로 311 (논현동),2105.0,N,SK에너지,강남구
530,삼성주유소,서울 강남구 삼성로 521 (삼성동),2106.0,N,SK에너지,강남구
531,오천주유소,서울 강남구 봉은사로 503 (삼성동),2107.0,N,SK에너지,강남구
532,뉴서울(강남),서울 강남구 언주로 716 (논현동),2120.0,N,SK에너지,강남구
